image_id,caption_gt,score_siglip_gt,caption_modified,score_siglip_modified,caption_blip,score_siglip_blip,attribute_input,attribute_output,score_cider_blip,attribute_pair,diff,correct_prediction,sensitivity_score,delta_score,rsd,misrank,delta_s
4395,A young man wearing a white shirt and tie.,0.16071268916130066,A young man wearing a blue shirt and tie.,0.11400572955608368,a man in a white shirt and tie,0.13625159859657288,white,blue,2.5295760363875215,white → blue,0.04670695960521698,True,0.04670695960521698,0.04670695960521698,0.2906239690777568,0,0.04670695960521698
4765,A man in a yellow shirt and wetsuit surfing.,0.12246113270521164,A man in a red shirt and wetsuit surfing.,0.1061558872461319,a man on a surfboard,0.1270037740468979,yellow,red,0.18597341822420999,yellow → red,0.016305245459079742,True,0.016305245459079742,0.016305245459079742,0.13314628975651988,0,0.016305245459079742
4795,Gray cat looking at electronic monitor next to phone.,0.1584947109222412,brown cat looking at electronic monitor next to phone.,0.129106342792511,a cat sitting on a desk next to a laptop,0.15437091886997223,gray,brown,0.43589123501164506,gray → brown,0.029388368129730225,True,0.029388368129730225,0.029388368129730225,0.18542175924184875,0,0.029388368129730225
5001,A man uses a pair of big scissors to cut a pink ribbon.,0.12474659830331802,A man uses a pair of big scissors to cut a pink ribbon.,0.12474659830331802,a group of people,-0.011012682691216469,None,None,0.01508154661448829,None → None,0.0,False,0.0,0.0,0.0,0,0.0
5060,A man in green shirt with cellphone reflecting in a mirror.,0.09299364686012268,A man in black shirt with cellphone reflecting in a mirror.,0.04707486554980278,a man sitting on the floor taking a picture of himself,0.08956538140773773,green,black,0.09564145949568048,green → black,0.0459187813103199,True,0.0459187813103199,0.0459187813103199,0.49378406870513525,0,0.0459187813103199
5477,large mustard yellow commercial airplane parked in the airport,0.1226278692483902,large mustard white commercial airplane parked in the airport,0.10157980024814606,a plane on the runway,0.08961229771375656,yellow,white,0.05807047554155211,yellow → white,0.02104806900024414,True,0.02104806900024414,0.02104806900024414,0.1716418064608951,0,0.02104806900024414
5503,A person relieving themselves in a white toilet.,0.11890914291143417,A person relieving themselves in a green toilet.,0.09322981536388397,a person is sitting on a toilet seat,0.08357461541891098,white,green,0.3441451542222832,white → green,0.0256793275475502,True,0.0256793275475502,0.0256793275475502,0.2159575531267319,0,0.0256793275475502
5529,A person with green skis skiing down a big hill.,0.13392482697963715,A person with red skis skiing down a big hill.,0.14039666950702667,a man skiing down a snowy slope,0.14701128005981445,green,red,1.3346967032435235,green → red,-0.006471842527389526,False,-0.006471842527389526,-0.006471842527389526,-0.0483244419526004,1,-0.006471842527389526
5600,some onions in a silver bowl and some meat in another and a spoon,0.12267100065946579,some onions in a silver bowl and some meat in another and a spoon,0.12267100065946579,a plate of food,0.0672421082854271,None,None,0.0009363389785834876,None → None,0.0,False,0.0,0.0,0.0,0,0.0
5992,A herd of sheep standing on top of a green grass covered yard.,0.14451776444911957,A herd of sheep standing on top of a brown grass covered yard.,0.14747312664985657,the sheep are standing,0.10597120225429535,green,brown,0.29395410099631236,green → brown,-0.0029553622007369995,False,-0.0029553622007369995,-0.0029553622007369995,-0.020449819522204794,1,-0.0029553622007369995
6012,a yellow and red apple and some bananas,0.14574238657951355,a gray and red apple and some bananas,0.12896426022052765,a bunch of bananas,0.10265267640352249,yellow,gray,0.6494006131215267,yellow → gray,0.0167781263589859,True,0.0167781263589859,0.0167781263589859,0.11512180329112531,0,0.0167781263589859
6040,A blue and white train is moving on the rails. ,0.11187992990016937,A white and white train is moving on the rails. ,0.08744899928569794,a blue and white train,0.08361972868442535,blue,white,2.4172157915390997,blue → white,0.024430930614471436,True,0.024430930614471436,0.024430930614471436,0.21836741081506925,0,0.024430930614471436
6614,A black and white image of a lot of round objects.,0.07822872698307037,A gray and white image of a lot of round objects.,0.06753406673669815,a bunch of fruit,0.09879867732524872,black,gray,0.03489361033722148,black → gray,0.010694660246372223,True,0.010694660246372223,0.010694660246372223,0.13671014036425103,0,0.010694660246372223
6723,A street with a row of older red brick building on one side.,0.08085164427757263,A street with a row of older gray brick building on one side.,0.07269742339849472,a street with a few buildings and a few cars,0.07881119847297668,red,gray,0.4933758205419798,red → gray,0.008154220879077911,True,0.008154220879077911,0.008154220879077911,0.100854113134466,0,0.008154220879077911
6818,a couple of buckets in a white room,0.05747994780540466,a couple of buckets in a yellow room,0.028039200231432915,a bathroom with a toilet and a bucket,0.08981248736381531,white,yellow,0.007562016225544281,white → yellow,0.02944074757397175,True,0.02944074757397175,0.02944074757397175,0.5121916198261323,0,0.02944074757397175
7108,"A close up from knees up front view of an elephant with trunk forward, outside on dirt, with other elephants, grass, bushes and white-blue sky.",0.09682124853134155,"A close up from knees up front view of an elephant with trunk forward, outside on dirt, with other elephants, grass, bushes and white-blue sky.",0.09682124853134155,the elephant is brown,0.10245607793331146,None,None,0.0008260614542428726,None → None,0.0,False,0.0,0.0,0.0,0,0.0
7574,A kitchen that has black counters and wooden cabinets. ,0.11241713166236877,A kitchen that has white counters and wooden cabinets. ,0.09425514936447144,a kitchen with a sink and a refrigerator,0.0932515487074852,black,white,0.4251921119081603,black → white,0.01816198229789734,True,0.01816198229789734,0.01816198229789734,0.16155884809838994,0,0.01816198229789734
7784,A large orange and white kite flying in a blue sky.,0.12685626745224,A large orange and red kite flying in a blue sky.,0.11993323266506195,a person is parading in the sky,0.10003552585840225,white,red,0.03099182364827014,white → red,0.0069230347871780396,True,0.0069230347871780396,0.0069230347871780396,0.05457384901999018,0,0.0069230347871780396
7816,a rider dressed in white riding a matching white motorcycle ,0.11992406845092773,a rider dressed in gray riding a matching white motorcycle ,0.09643559157848358,a person riding a motorcycle down a road,0.10150119662284851,white,gray,0.8481892473305281,white → gray,0.023488476872444153,True,0.023488476872444153,0.023488476872444153,0.19586124099897018,0,0.023488476872444153
7888,Four sided clock up on a black post. ,0.12384267896413803,Four sided clock up on a blue post. ,0.10252700746059418,a clock on a pole,0.10807536542415619,black,blue,0.4696739022215515,black → blue,0.021315671503543854,True,0.021315671503543854,0.021315671503543854,0.17211894705311065,0,0.021315671503543854
7991,Carrots and small green beans on a white plate. ,0.15294790267944336,Carrots and small yellow beans on a white plate. ,0.15593385696411133,a bowl of carrots,0.1058509573340416,green,yellow,0.0012755430942546324,green → yellow,-0.0029859542846679688,False,-0.0029859542846679688,-0.0029859542846679688,-0.019522688656451185,1,-0.0029859542846679688
8277,A white plate topped wti chicken and a cup of guacamole.,0.09800014644861221,A gray plate topped wti chicken and a cup of guacamole.,0.10406920313835144,a white plate with food on it,0.05712788179516792,white,gray,0.35116156442530083,white → gray,-0.006069056689739227,False,-0.006069056689739227,-0.006069056689739227,-0.06192905735015023,1,-0.006069056689739227
8532,A man wearing a cat and sunglasses with a red neck tie.,0.10461161285638809,A man wearing a cat and sunglasses with a white neck tie.,0.10221678018569946,a man wearing a hat and glasses,0.13363856077194214,red,white,0.6430734579932794,red → white,0.002394832670688629,True,0.002394832670688629,0.002394832670688629,0.02289260824203409,0,0.002394832670688629
8629,many different slices of pizza with a white sauce.,0.14336027204990387,many different slices of pizza with a gray sauce.,0.1314946860074997,a col of pictures of a slice of pizza,0.13819028437137604,white,gray,0.5527292665799021,white → gray,0.011865586042404175,True,0.011865586042404175,0.011865586042404175,0.08276760271683742,0,0.011865586042404175
8762,A dusky evening with a green street light shining.,0.15180400013923645,A dusky evening with a yellow street light shining.,0.1319347470998764,a street light at night with a street sign,0.15156106650829315,green,yellow,0.8055560483870787,green → yellow,0.019869253039360046,True,0.019869253039360046,0.019869253039360046,0.1308875459219502,0,0.019869253039360046
8844,a black woman standing over a bushel of yellow bananas,0.14164724946022034,a green woman standing over a bushel of yellow bananas,0.12250879406929016,a woman smiles as she stands in front of a bunch of bananas,0.1902877241373062,black,green,0.42034791518776543,black → green,0.019138455390930176,True,0.019138455390930176,0.019138455390930176,0.13511349824201807,0,0.019138455390930176
8899,A red brick building with a graffiti covered front.,0.13499844074249268,A gray brick building with a graffiti covered front.,0.128718763589859,a fire hydrant in front of a building with graffiti on it,0.13955017924308777,red,gray,1.1789105696310795,red → gray,0.006279677152633667,True,0.006279677152633667,0.006279677152633667,0.046516664326605436,0,0.006279677152633667
9378,Adult man displaying abilities using flying yellow disc.,0.140813946723938,Adult man displaying abilities using flying black disc.,0.14593541622161865,a man with long hair,0.0488259419798851,yellow,black,0.09645956445271617,yellow → black,-0.005121469497680664,False,-0.005121469497680664,-0.005121469497680664,-0.03637047051682437,1,-0.005121469497680664
9448,A little girl holds up a big blue umbrella.,0.18302775919437408,A little girl holds up a big brown umbrella.,0.18671050667762756,a little girl holding an umbrella,0.18224281072616577,blue,brown,1.0376777450388361,blue → brown,-0.003682747483253479,False,-0.003682747483253479,-0.003682747483253479,-0.02012125100292808,1,-0.003682747483253479
9769,A red pick up truck with a plow blade drives down a snowy suburban road. ,0.18273001909255981,A blue pick up truck with a plow blade drives down a snowy suburban road. ,0.12202242016792297,a red truck is parked on a snowy street,0.14710232615470886,red,blue,0.579887275335731,red → blue,0.06070759892463684,True,0.06070759892463684,0.06070759892463684,0.3322256475761987,0,0.06070759892463684
9914,"A sandwich, french fries, bowl of ketchup, onion slice, lettuce slice, tomato slice, and knife sit on the white plate.",0.11668961495161057,"A sandwich, french fries, bowl of ketchup, onion slice, lettuce slice, tomato slice, and knife sit on the yellow plate.",0.08491543680429459,a plate of food with a sandwich and a salad,0.09522776305675507,white,yellow,0.005273572031249907,white → yellow,0.03177417814731598,True,0.03177417814731598,0.03177417814731598,0.27229653778952184,0,0.03177417814731598
10092,A green netted bed in a light filled bedroom.,0.1037672609090805,A black netted bed in a light filled bedroom.,0.07621455192565918,a bed in a room with a mosquito net,0.12505418062210083,green,black,1.0204672980128302,green → black,0.027552708983421326,True,0.027552708983421326,0.027552708983421326,0.2655241040578554,0,0.027552708983421326
10363,A gray cat standing on top of a black car.,0.16351476311683655,A brown cat standing on top of a black car.,0.1439032256603241,a cat standing on top of a car,0.13899162411689758,gray,brown,3.9813821540576377,gray → brown,0.01961153745651245,True,0.01961153745651245,0.01961153745651245,0.11993741166049562,0,0.01961153745651245
10583,A white plate with a pile of food on it.,0.07307625561952591,A green plate with a pile of food on it.,0.06853816658258438,a plate of food with meat and grade,0.020101752132177353,white,green,1.0242098500321568,white → green,0.004538089036941528,True,0.004538089036941528,0.004538089036941528,0.0621007329736385,0,0.004538089036941528
10764,A catcher in white uniform during a baseball game.,0.12037739902734756,A catcher in blue uniform during a baseball game.,0.07906325906515121,a baseball player kneeling on the base,0.1367321014404297,white,blue,0.516055861903773,white → blue,0.04131413996219635,True,0.04131413996219635,0.04131413996219635,0.34320512235698436,0,0.04131413996219635
10977,The bathroom is painted a light blue and has pink ceramic tile that adorns the shower wall along with a maple color vanity and door.,0.14274322986602783,The bathroom is painted a light black and has pink ceramic tile that adorns the shower wall along with a maple color vanity and door.,0.11121481657028198,"a bathroom with a toilet, sink and tub",0.0833829939365387,blue,black,0.0033580676592491077,blue → black,0.03152841329574585,True,0.03152841329574585,0.03152841329574585,0.2208750168070104,0,0.03152841329574585
11122,A red stop sign behind a chain link fence.,0.16098296642303467,A black stop sign behind a chain link fence.,0.16551636159420013,a stop sign is behind a chain link fence,0.15719257295131683,red,black,4.296503294240457,red → black,-0.004533395171165466,False,-0.004533395171165466,-0.004533395171165466,-0.02816071334685502,1,-0.004533395171165466
11699,"A girl making a ""peace sign"" with her hand and a woman holding a big black suitcase.",0.14333432912826538,"A girl making a ""peace sign"" with her hand and a woman holding a big green suitcase.",0.11767222732305527,two women standing next to each other women,0.08385596424341202,black,green,0.0,black → green,0.025662101805210114,True,0.025662101805210114,0.025662101805210114,0.17903667573066817,0,0.025662101805210114
12062,A large white sheep standing next to other sheep.,0.11945686489343643,A large red sheep standing next to other sheep.,0.10486851632595062,a sheep is standing in a pen,0.09475936740636826,white,red,0.6892158924765729,white → red,0.01458834856748581,True,0.01458834856748581,0.01458834856748581,0.12212231235517187,0,0.01458834856748581
12120,Two women play tennis on a blue court.,0.18094635009765625,Two women play tennis on a yellow court.,0.16341997683048248,a tennis match is being played on a blue court,0.14512795209884644,blue,yellow,0.5349573049887564,blue → yellow,0.017526373267173767,True,0.017526373267173767,0.017526373267173767,0.09685950149154615,0,0.017526373267173767
12748,a little boy touching the nose of a brown horse,0.13780231773853302,a little boy touching the nose of a blue horse,0.11942547559738159,a man holding a baby,0.023646099492907524,brown,blue,0.005225654268683417,brown → blue,0.018376842141151428,True,0.018376842141151428,0.018376842141151428,0.13335655337829486,0,0.018376842141151428
13004,A white plate topped with a banana and pudding.,0.10743555426597595,A gray plate topped with a banana and pudding.,0.11888423562049866,a white plate with a banana on it,0.1250935047864914,white,gray,2.563569762726592,white → gray,-0.011448681354522705,False,-0.011448681354522705,-0.011448681354522705,-0.10656324559167298,1,-0.011448681354522705
13177,A man in a green shirt working on a rim.,0.13465425372123718,A man in a black shirt working on a rim.,0.13455253839492798,a man working on a motorcycle,0.08648531138896942,green,black,2.1588638491130956,green → black,0.0001017153263092041,True,0.0001017153263092041,0.0001017153263092041,0.0007553814565693287,0,0.0001017153263092041
13201,"A young man with long hair, wearing all black, doing stunts on a skateboard.",0.13846325874328613,"A young man with long hair, wearing all green doing stunts on a skateboard.",0.1349298357963562,a man on a skateboard,0.06668318063020706,black,green,0.061739534031465274,black → green,0.0035334229469299316,True,0.0035334229469299316,0.0035334229469299316,0.025518848675091303,0,0.0035334229469299316
13597,a yellow and white plate with a piece of chocolate cake,0.12890392541885376,a red and white plate with a piece of chocolate cake,0.12992793321609497,a piece of chocolate cake on a plate,0.11882594972848892,yellow,red,5.3485356114120775,yellow → red,-0.001024007797241211,False,-0.001024007797241211,-0.001024007797241211,-0.007943961317809778,1,-0.001024007797241211
13923,some red chairs are sitting around a small table,0.09239532798528671,some yellow chairs are sitting around a small table,0.0777062326669693,a living room with a table and chairs,0.09613202512264252,red,yellow,1.1759676741511669,red → yellow,0.014689095318317413,True,0.014689095318317413,0.014689095318317413,0.15898093159706675,0,0.014689095318317413
14007,A cat stands on top of a blue electric device.,0.08800533413887024,A cat stands on top of a black electric device.,0.08561974763870239,a cat sitting on top of a refrigerator,0.14861568808555603,blue,black,1.0975110303456064,blue → black,0.0023855865001678467,True,0.0023855865001678467,0.0023855865001678467,0.027107294387445312,0,0.0023855865001678467
14038,A kitchen with hard wood floors and a yellow smiley face balloon.,0.17646296322345734,A kitchen with hard wood floors and a black smiley face balloon.,0.16949303448200226,a room with a lot of clutter,0.11278098821640015,yellow,black,0.019760850868676235,yellow → black,0.006969928741455078,True,0.006969928741455078,0.006969928741455078,0.03949796951232745,0,0.006969928741455078
14226,A man in a green suiit leaning over a laptop,0.11778360605239868,A man in a black suiit leaning over a laptop,0.09317076206207275,a man sitting in a train looking at his laptop,0.17852139472961426,green,black,0.6431285424539541,green → black,0.024612843990325928,True,0.024612843990325928,0.024612843990325928,0.20896663648909128,0,0.024612843990325928
14380,The white bridge stretches out over the horizon as the transport train travels below it.,0.1527564823627472,The blue bridge stretches out over the horizon as the transport train travels below it.,0.12147804349660873,a train on the tracks,0.07722224295139313,white,blue,0.08215408841198696,white → blue,0.03127843886613846,True,0.03127843886613846,0.03127843886613846,0.20476014099265713,0,0.03127843886613846
14439,A woman and a young girl holding a kite on a green field.,0.14790572226047516,A woman and a young girl holding a kite on a black field.,0.1251053512096405,a group of people flying kites in a park,0.14300738275051117,green,black,0.007591407092263773,green → black,0.022800371050834656,True,0.022800371050834656,0.022800371050834656,0.15415475954798538,0,0.022800371050834656
14473,a red and black train is coming down the tracks,0.09911719709634781,a green and black train is coming down the tracks,0.061918891966342926,a model train on a track with people standing around,0.1306317001581192,red,green,0.20822076300497544,red → green,0.03719830513000488,True,0.03719830513000488,0.03719830513000488,0.3752961768465458,0,0.03719830513000488
14831,A brown and white animal laying on top of a bed.,0.11237595975399017,A white and white animal laying on top of a bed.,0.10887810587882996,a cat is sitting on a bed,0.10875959694385529,brown,white,0.04094326425987911,brown → white,0.0034978538751602173,True,0.0034978538751602173,0.0034978538751602173,0.031126353739871108,0,0.0034978538751602173
15272,A red light is a wonderful contrast to the pink leaves on trees,0.1348724663257599,A brown light is a wonderful contrast to the pink leaves on trees,0.11014121025800705,a traffic light is on a pole in front of a tree,0.11124847829341888,red,brown,0.6363928301488546,red → brown,0.024731256067752838,True,0.024731256067752838,0.024731256067752838,0.18336771575021837,0,0.024731256067752838
15278,A white plate topped with broccoli and a dumpling.,0.10767114162445068,A black plate topped with broccoli and a dumpling.,0.11150433123111725,a plate of food with brocco and brocco,0.06383611261844635,white,black,0.18919291221720203,white → black,-0.003833189606666565,False,-0.003833189606666565,-0.003833189606666565,-0.03560090056476283,1,-0.003833189606666565
15338,A yellow bus is on a street near a black guard rail.,0.15079550445079803,A green bus is on a street near a black guard rail.,0.11004967987537384,a bus on the road,0.09290903806686401,yellow,green,0.20849662412524667,yellow → green,0.040745824575424194,True,0.040745824575424194,0.040745824575424194,0.2702058308954353,0,0.040745824575424194
15660,Several para-gliders can be seen in the blue sky. ,0.08517751097679138,Several para-gliders can be seen in the white sky. ,0.07669966667890549,a man is winds surfing in the ocean,0.1517307609319687,blue,white,0.13033609775446503,blue → white,0.008477844297885895,True,0.008477844297885895,0.008477844297885895,0.0995314866643131,0,0.008477844297885895
15746,A red and black fire hydrant is positioned in front of a dwelling.,0.13343143463134766,A yellow and black fire hydrant is positioned in front of a dwelling.,0.09818112850189209,a fire hydrant in the grass,0.12984265387058258,red,yellow,0.5430184587199961,red → yellow,0.035250306129455566,True,0.035250306129455566,0.035250306129455566,0.26418292081507794,0,0.035250306129455566
15956,A woman exercising a brown horse in a riding ring.,0.13931351900100708,A woman exercising a yellow horse in a riding ring.,0.11098533868789673,a man walking a horse in a barn,0.16311126947402954,brown,yellow,1.0082221482838905,brown → yellow,0.02832818031311035,True,0.02832818031311035,0.02832818031311035,0.20334121567129154,0,0.02832818031311035
16228,There is a white horse pulling a trolley behind it.,0.15246392786502838,There is a yellow horse pulling a trolley behind it.,0.1381016969680786,a horse pulling a carriage,0.050873540341854095,white,yellow,1.4824308572574483,white → yellow,0.014362230896949768,True,0.014362230896949768,0.014362230896949768,0.09420084539383118,0,0.014362230896949768
16598,A girl with blue hair is taking a self portrait. ,0.09996230155229568,A girl with gray hair is taking a self portrait. ,0.03723727539181709,a woman with blue hair,0.06596985459327698,blue,gray,1.5711376738516813,blue → gray,0.06272502616047859,True,0.06272502616047859,0.06272502616047859,0.6274868143933615,0,0.06272502616047859
17029,A dog jumping to catch a red frisbee in a garden,0.17160987854003906,A dog jumping to catch a green frisbee in a garden,0.15936440229415894,a dog catching a frck,0.108509860932827,red,green,0.12287693493192348,red → green,0.012245476245880127,True,0.012245476245880127,0.012245476245880127,0.07135647638736066,0,0.012245476245880127
17178,A few horses stand on the street next to a silver car.,0.18774670362472534,A few horses stand on the street next to a silver car.,0.18774670362472534,a horse walking down the road,0.09698757529258728,None,None,0.047075313297996496,None → None,0.0,False,0.0,0.0,0.0,0,0.0
17182,A brown desk with a wooden chair in a classroom.,0.13257065415382385,A white desk with a wooden chair in a classroom.,0.11195756494998932,a blackboard on the wall,0.07341530919075012,brown,white,0.0021663557080349783,brown → white,0.020613089203834534,True,0.020613089203834534,0.020613089203834534,0.15548757253559928,0,0.020613089203834534
17207,a yellow white and red bus lost a wheel ,0.10048863291740417,a black white and red bus lost a wheel ,0.06976594030857086,a bus on the road,0.04981609433889389,yellow,black,0.31229698905299913,yellow → black,0.030722692608833313,True,0.030722692608833313,0.030722692608833313,0.30573301394283653,0,0.030722692608833313
17436,a male in a white shirt is sitting on a bench and a building,0.09169244766235352,a male in a red shirt is sitting on a bench and a building,0.07933171093463898,a man sitting on a bench,0.08536344766616821,white,red,1.090761949583734,white → red,0.012360736727714539,True,0.012360736727714539,0.012360736727714539,0.13480648671558507,0,0.012360736727714539
17627,A green car has parked on the curb in a parking lot,0.09119946509599686,A yellow car has parked on the curb in a parking lot,0.10264246165752411,a street with cars parked on it,0.1238042414188385,green,yellow,0.39792193338120696,green → yellow,-0.011442996561527252,False,-0.011442996561527252,-0.011442996561527252,-0.12547218944192617,1,-0.011442996561527252
